2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 0/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 0 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 94/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 94 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 95/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 95 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 96/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 96 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 97/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 97 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 98/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 98 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 99/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 99 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 100/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 100 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 101/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 101 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 102/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 102 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 103/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 103 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 104/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 104 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 105/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 105 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 106/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 106 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 107/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 107 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 108/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 108 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 109/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 109 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 110/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 110 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 111/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 111 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 112/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 112 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 113/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 113 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 114/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 114 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 115/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 115 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 116/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 116 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 117/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 117 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 118/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 118 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 119/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 119 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 120/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 120 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 121/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 121 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 122/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 122 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 123/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 123 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 124/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 124 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 125/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 125 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 126/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 126 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 127/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 127 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 128/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 128 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 129/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 129 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 130/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 130 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 131/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 131 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 132/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 132 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 133/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 133 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 134/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 134 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 135/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 135 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 136/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 136 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 137/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 137 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 138/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 138 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 139/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 139 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 140/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 140 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 141/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 141 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 142/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 142 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 143/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 143 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 144/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 144 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 145/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 145 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 146/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 146 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 147/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 147 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 148/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 148 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
2026-01-22T18:00:05.000000000Z Training epoch 0, iteration 149/17279 | lr: 8.982e-08 | global_batch_size: 64 | global_step: 149 | max_memory_reserved: 121987137536 | max_memory_allocated: 120549646336 | reduced_train_loss: 2.000 | train_step_timing in s: 1.000 | TFLOPS_per_GPU: 36.27
